Town,Room Type,Block,Street,Probable Completion Date,Delivery Possession Date,Lease Commencement Date,Ethic Quota-Malay,Ethic Quota-Chinese,Ethic Quota-Indian Others,Unit,Price,Sqm,IsBooked
Tampines,4-Room,633B ,TAMPINES NTH DR 2 ,1Q/2022 ,31 Jan 2023  ,-  ,0,1,1,#04-217,"$352,700",92,False
Tampines,4-Room,633B ,TAMPINES NTH DR 2 ,1Q/2022 ,31 Jan 2023  ,-  ,0,1,1,#05-217,,,True
Tampines,4-Room,634A ,TAMPINES NTH DR 2 ,1Q/2022 ,31 Jan 2023  ,-  ,0,7,6,#03-237,,,True
Tampines,4-Room,634A ,TAMPINES NTH DR 2 ,1Q/2022 ,31 Jan 2023  ,-  ,0,7,6,#03-241,"$351,200",92,False
Tampines,4-Room,634A ,TAMPINES NTH DR 2 ,1Q/2022 ,31 Jan 2023  ,-  ,0,7,6,#04-241,"$355,700",92,False
Tampines,4-Room,634A ,TAMPINES NTH DR 2 ,1Q/2022 ,31 Jan 2023  ,-  ,0,7,6,#05-241,,,True
Tampines,4-Room,634A ,TAMPINES NTH DR 2 ,1Q/2022 ,31 Jan 2023  ,-  ,0,7,6,#06-241,,,True
Tampines,4-Room,634A ,TAMPINES NTH DR 2 ,1Q/2022 ,31 Jan 2023  ,-  ,0,7,6,#03-243,"$351,200",92,False
Tampines,4-Room,634B ,TAMPINES NTH DR 2 ,1Q/2022 ,31 Jan 2023  ,-  ,6,7,7,#03-253,"$369,100",92,False
Tampines,4-Room,634B ,TAMPINES NTH DR 2 ,1Q/2022 ,31 Jan 2023  ,-  ,6,7,7,#03-255,"$351,200",92,False
Tampines,4-Room,634B ,TAMPINES NTH DR 2 ,1Q/2022 ,31 Jan 2023  ,-  ,6,7,7,#04-255,"$361,600",92,False
Tampines,4-Room,634B ,TAMPINES NTH DR 2 ,1Q/2022 ,31 Jan 2023  ,-  ,6,7,7,#05-255,,,True
Tampines,4-Room,634B ,TAMPINES NTH DR 2 ,1Q/2022 ,31 Jan 2023  ,-  ,6,7,7,#04-257,"$361,600",92,False
Tampines,4-Room,634B ,TAMPINES NTH DR 2 ,1Q/2022 ,31 Jan 2023  ,-  ,6,7,7,#03-259,"$351,200",92,False
Tampines,4-Room,634C ,TAMPINES NTH DR 2 ,4Q/2021 ,31 Dec 2022  ,-  ,4,11,10,#03-275,"$351,200",92,False
Tampines,4-Room,634C ,TAMPINES NTH DR 2 ,4Q/2021 ,31 Dec 2022  ,-  ,4,11,10,#04-275,"$361,600",92,False
Tampines,4-Room,634C ,TAMPINES NTH DR 2 ,4Q/2021 ,31 Dec 2022  ,-  ,4,11,10,#05-275,,,True
Tampines,4-Room,634C ,TAMPINES NTH DR 2 ,4Q/2021 ,31 Dec 2022  ,-  ,4,11,10,#06-275,,,True
Tampines,4-Room,634C ,TAMPINES NTH DR 2 ,4Q/2021 ,31 Dec 2022  ,-  ,4,11,10,#07-275,,,True
Tampines,4-Room,634C ,TAMPINES NTH DR 2 ,4Q/2021 ,31 Dec 2022  ,-  ,4,11,10,#04-277,,,True
Tampines,4-Room,635A ,TAMPINES NTH DR 2 ,4Q/2021 ,31 Dec 2022  ,-  ,0,3,3,#03-289,,,True
Tampines,4-Room,635A ,TAMPINES NTH DR 2 ,4Q/2021 ,31 Dec 2022  ,-  ,0,3,3,#03-291,,,True
Tampines,4-Room,635A ,TAMPINES NTH DR 2 ,4Q/2021 ,31 Dec 2022  ,-  ,0,3,3,#03-293,"$357,100",92,False
Tampines,4-Room,635A ,TAMPINES NTH DR 2 ,4Q/2021 ,31 Dec 2022  ,-  ,0,3,3,#04-293,,,True
Tampines,4-Room,635A ,TAMPINES NTH DR 2 ,4Q/2021 ,31 Dec 2022  ,-  ,0,3,3,#05-293,,,True
Tampines,4-Room,635A ,TAMPINES NTH DR 2 ,4Q/2021 ,31 Dec 2022  ,-  ,0,3,3,#03-295,"$357,100",92,False
Tampines,4-Room,635B ,TAMPINES NTH DR 2 ,4Q/2021 ,31 Dec 2022  ,-  ,0,23,13,#03-305,,,True
Tampines,4-Room,635B ,TAMPINES NTH DR 2 ,4Q/2021 ,31 Dec 2022  ,-  ,0,23,13,#04-305,,,True
Tampines,4-Room,635B ,TAMPINES NTH DR 2 ,4Q/2021 ,31 Dec 2022  ,-  ,0,23,13,#05-305,,,True
Tampines,4-Room,635B ,TAMPINES NTH DR 2 ,4Q/2021 ,31 Dec 2022  ,-  ,0,23,13,#11-305,,,True
Tampines,4-Room,635B ,TAMPINES NTH DR 2 ,4Q/2021 ,31 Dec 2022  ,-  ,0,23,13,#03-307,"$360,700",93,False
Tampines,4-Room,635B ,TAMPINES NTH DR 2 ,4Q/2021 ,31 Dec 2022  ,-  ,0,23,13,#04-307,"$365,200",93,False
Tampines,4-Room,635C ,TAMPINES NTH DR 2 ,4Q/2021 ,30 Nov 2022  ,-  ,6,24,5,#03-329,"$357,100",93,False
Tampines,4-Room,635C ,TAMPINES NTH DR 2 ,4Q/2021 ,30 Nov 2022  ,-  ,6,24,5,#04-329,"$361,600",93,False
Tampines,4-Room,635C ,TAMPINES NTH DR 2 ,4Q/2021 ,30 Nov 2022  ,-  ,6,24,5,#05-329,"$366,100",93,False
Tampines,4-Room,635C ,TAMPINES NTH DR 2 ,4Q/2021 ,30 Nov 2022  ,-  ,6,24,5,#06-329,"$369,600",93,False
Tampines,4-Room,635C ,TAMPINES NTH DR 2 ,4Q/2021 ,30 Nov 2022  ,-  ,6,24,5,#07-329,"$373,100",93,False
Tampines,4-Room,635C ,TAMPINES NTH DR 2 ,4Q/2021 ,30 Nov 2022  ,-  ,6,24,5,#08-329,"$376,600",93,False
Tampines,4-Room,636A ,TAMPINES NTH DR 2 ,4Q/2021 ,30 Nov 2022  ,-  ,3,12,4,#04-337,,,True
Tampines,4-Room,636A ,TAMPINES NTH DR 2 ,4Q/2021 ,30 Nov 2022  ,-  ,3,12,4,#09-337,,,True
Tampines,4-Room,636A ,TAMPINES NTH DR 2 ,4Q/2021 ,30 Nov 2022  ,-  ,3,12,4,#12-337,,,True
Tampines,4-Room,636A ,TAMPINES NTH DR 2 ,4Q/2021 ,30 Nov 2022  ,-  ,3,12,4,#03-339,"$360,700",93,False
Tampines,4-Room,636A ,TAMPINES NTH DR 2 ,4Q/2021 ,30 Nov 2022  ,-  ,3,12,4,#04-339,"$365,200",93,False
Tampines,4-Room,636A ,TAMPINES NTH DR 2 ,4Q/2021 ,30 Nov 2022  ,-  ,3,12,4,#05-339,"$369,700",93,False
Tampines,4-Room,636B ,TAMPINES NTH DR 2 ,4Q/2021 ,31 Oct 2022  ,-  ,7,23,8,#03-361,,,True
Tampines,4-Room,636B ,TAMPINES NTH DR 2 ,4Q/2021 ,31 Oct 2022  ,-  ,7,23,8,#07-361,,,True
Tampines,4-Room,636B ,TAMPINES NTH DR 2 ,4Q/2021 ,31 Oct 2022  ,-  ,7,23,8,#05-363,,,True
Tampines,4-Room,636B ,TAMPINES NTH DR 2 ,4Q/2021 ,31 Oct 2022  ,-  ,7,23,8,#03-365,"$357,100",93,False
Tampines,4-Room,636B ,TAMPINES NTH DR 2 ,4Q/2021 ,31 Oct 2022  ,-  ,7,23,8,#04-365,"$361,600",93,False
Tampines,4-Room,636B ,TAMPINES NTH DR 2 ,4Q/2021 ,31 Oct 2022  ,-  ,7,23,8,#05-365,"$366,100",93,False
Tampines,4-Room,636C ,TAMPINES NTH DR 2 ,4Q/2021 ,31 Oct 2022  ,-  ,0,6,6,#14-373,,,True
Tampines,4-Room,636C ,TAMPINES NTH DR 2 ,4Q/2021 ,31 Oct 2022  ,-  ,0,6,6,#03-375,"$360,700",93,False
Tampines,4-Room,636C ,TAMPINES NTH DR 2 ,4Q/2021 ,31 Oct 2022  ,-  ,0,6,6,#04-375,"$365,200",93,False
Tampines,4-Room,636C ,TAMPINES NTH DR 2 ,4Q/2021 ,31 Oct 2022  ,-  ,0,6,6,#05-375,"$369,700",93,False
Tampines,4-Room,636C ,TAMPINES NTH DR 2 ,4Q/2021 ,31 Oct 2022  ,-  ,0,6,6,#06-375,,,True
Tampines,4-Room,636C ,TAMPINES NTH DR 2 ,4Q/2021 ,31 Oct 2022  ,-  ,0,6,6,#07-375,,,True
Toa Payoh,3-ROOM,213C ,BIDADARI PK DR ,1Q/2022 ,28 Feb 2023  ,-  ,1,0,1,#08-607,,,True
Toa Payoh,3-ROOM,213C ,BIDADARI PK DR ,1Q/2022 ,28 Feb 2023  ,-  ,1,0,1,#08-617,"$390,300",69,False
Toa Payoh,3-ROOM,213C ,BIDADARI PK DR ,1Q/2022 ,28 Feb 2023  ,-  ,1,0,1,#10-617,,,True
Toa Payoh,4-Room,213A ,BIDADARI PK DR ,1Q/2022 ,31 Jan 2023  ,-  ,1,0,1,#07-583,"$555,700",95,False
Toa Payoh,4-Room,213A ,BIDADARI PK DR ,1Q/2022 ,31 Jan 2023  ,-  ,1,0,1,#12-585,,,True
Toa Payoh,4-Room,214A ,BIDADARI PK DR ,1Q/2022 ,28 Feb 2023  ,-  ,1,0,1,#07-627,"$569,900",95,False
Toa Payoh,4-Room,222 ,LOR 8 TOA PAYOH ,- ,NA (Keys Available) ,01 Mar 1976  ,1,0,1,#06-713*,"$219,400",82,False
Toa Payoh,4-Room,266A ,KIM KEAT AVE ,3Q/2022 ,31 Jul 2023  ,-  ,4,0,4,#02-542,"$404,800",93,False
Toa Payoh,4-Room,266A ,KIM KEAT AVE ,3Q/2022 ,31 Jul 2023  ,-  ,4,0,4,#03-542,,,True
Toa Payoh,4-Room,266A ,KIM KEAT AVE ,3Q/2022 ,31 Jul 2023  ,-  ,4,0,4,#12-542,,,True
Toa Payoh,4-Room,266A ,KIM KEAT AVE ,3Q/2022 ,31 Jul 2023  ,-  ,4,0,4,#03-544,,,True
Toa Payoh,4-Room,266A ,KIM KEAT AVE ,3Q/2022 ,31 Jul 2023  ,-  ,4,0,4,#19-544,,,True
Toa Payoh,4-Room,266A ,KIM KEAT AVE ,3Q/2022 ,31 Jul 2023  ,-  ,4,0,4,#02-546,"$404,800",93,False
Woodlands,4-Room,183A ,WOODLANDS ST 13 ,- ,NA (Keys Available) ,01 Oct 2019  ,1,1,1,#08-631,"$280,200",93,False
Woodlands,4-Room,183B ,WOODLANDS ST 13 ,- ,NA (Keys Available) ,01 Oct 2019  ,0,2,2,#05-623,"$270,300",93,False
Woodlands,4-Room,183B ,WOODLANDS ST 13 ,- ,NA (Keys Available) ,01 Oct 2019  ,0,2,2,#06-623,,,True
Woodlands,4-Room,183B ,WOODLANDS ST 13 ,- ,NA (Keys Available) ,01 Oct 2019  ,0,2,2,#03-625,"$266,400",93,False
Woodlands,4-Room,187A ,MARSILING RD ,1Q/2022 ,31 Mar 2023  ,-  ,1,10,10,#03-980,"$273,400",93,False
Woodlands,4-Room,187A ,MARSILING RD ,1Q/2022 ,31 Mar 2023  ,-  ,1,10,10,#16-980,"$308,400",93,False
Woodlands,4-Room,187A ,MARSILING RD ,1Q/2022 ,31 Mar 2023  ,-  ,1,10,10,#19-980,"$312,600",93,False
Woodlands,4-Room,187A ,MARSILING RD ,1Q/2022 ,31 Mar 2023  ,-  ,1,10,10,#26-980,"$321,900",93,False
Woodlands,4-Room,187A ,MARSILING RD ,1Q/2022 ,31 Mar 2023  ,-  ,1,10,10,#10-982,"$295,200",93,False
Woodlands,4-Room,187A ,MARSILING RD ,1Q/2022 ,31 Mar 2023  ,-  ,1,10,10,#20-982,"$314,000",93,False
Woodlands,4-Room,188A ,MARSILING RD ,1Q/2022 ,31 Jan 2023  ,-  ,0,7,5,#02-912,"$268,400",93,False
Woodlands,4-Room,188A ,MARSILING RD ,1Q/2022 ,31 Jan 2023  ,-  ,0,7,5,#18-912,"$306,600",93,False
Woodlands,4-Room,188A ,MARSILING RD ,1Q/2022 ,31 Jan 2023  ,-  ,0,7,5,#18-914,"$306,000",93,False
Woodlands,4-Room,188A ,MARSILING RD ,1Q/2022 ,31 Jan 2023  ,-  ,0,7,5,#19-914,"$313,100",93,False
Woodlands,4-Room,188A ,MARSILING RD ,1Q/2022 ,31 Jan 2023  ,-  ,0,7,5,#05-916,"$281,900",93,False
Woodlands,4-Room,188A ,MARSILING RD ,1Q/2022 ,31 Jan 2023  ,-  ,0,7,5,#10-916,"$295,400",93,False
Woodlands,4-Room,188B ,MARSILING RD ,1Q/2022 ,28 Feb 2023  ,-  ,0,6,6,#18-920,"$311,700",93,False
Woodlands,4-Room,188B ,MARSILING RD ,1Q/2022 ,28 Feb 2023  ,-  ,0,6,6,#20-920,"$308,800",93,False
Woodlands,4-Room,188B ,MARSILING RD ,1Q/2022 ,28 Feb 2023  ,-  ,0,6,6,#19-922,"$313,100",93,False
Woodlands,4-Room,188B ,MARSILING RD ,1Q/2022 ,28 Feb 2023  ,-  ,0,6,6,#20-922,"$309,400",93,False
Woodlands,4-Room,188B ,MARSILING RD ,1Q/2022 ,28 Feb 2023  ,-  ,0,6,6,#10-924,"$290,600",93,False
Woodlands,4-Room,188B ,MARSILING RD ,1Q/2022 ,28 Feb 2023  ,-  ,0,6,6,#17-924,"$300,400",93,False
Woodlands,4-Room,189A ,MARSILING RD ,1Q/2022 ,28 Feb 2023  ,-  ,0,6,6,#14-954,"$300,800",93,False
Woodlands,4-Room,189A ,MARSILING RD ,1Q/2022 ,28 Feb 2023  ,-  ,0,6,6,#15-954,"$297,000",93,False
Woodlands,4-Room,189A ,MARSILING RD ,1Q/2022 ,28 Feb 2023  ,-  ,0,6,6,#17-954,"$305,000",93,False
Woodlands,4-Room,189A ,MARSILING RD ,1Q/2022 ,28 Feb 2023  ,-  ,0,6,6,#12-956,"$302,800",93,False
Woodlands,4-Room,189A ,MARSILING RD ,1Q/2022 ,28 Feb 2023  ,-  ,0,6,6,#14-956,,,True
Woodlands,4-Room,189A ,MARSILING RD ,1Q/2022 ,28 Feb 2023  ,-  ,0,6,6,#02-958,"$263,800",93,False
Woodlands,4-Room,189B ,MARSILING RD ,1Q/2022 ,31 Mar 2023  ,-  ,1,3,3,#04-968,"$275,200",93,False
Woodlands,4-Room,189B ,MARSILING RD ,1Q/2022 ,31 Mar 2023  ,-  ,1,3,3,#18-968,"$311,700",93,False
Woodlands,4-Room,189B ,MARSILING RD ,1Q/2022 ,31 Mar 2023  ,-  ,1,3,3,#21-968,"$315,400",93,False
Woodlands,4-Room,189B ,MARSILING RD ,1Q/2022 ,31 Mar 2023  ,-  ,1,3,3,#06-970,,,True
Woodlands,4-Room,573C ,WOODLANDS DR 16 ,- ,NA (Keys Available) ,01 Jun 2018  ,0,1,1,#04-670,"$260,500",93,False
Woodlands,4-Room,574A ,WOODLANDS DR 16 ,- ,NA (Keys Available) ,01 Jun 2018  ,2,2,2,#02-702,"$252,100",93,False
Woodlands,4-Room,574A ,WOODLANDS DR 16 ,- ,NA (Keys Available) ,01 Jun 2018  ,2,2,2,#05-708*,"$261,500",93,False
Woodlands,4-Room,682A ,WOODLANDS DR 62 ,- ,NA (Keys Available) ,01 Feb 2000  ,1,1,1,#13-87*,"$291,000",105,False
Woodlands,4-Room,693B ,WOODLANDS AVE 6 ,- ,NA (Keys Available) ,01 Sep 2018  ,0,1,1,#04-731,"$270,800",92,False
Woodlands,4-Room,694C ,WOODLANDS DR 62 ,- ,NA (Keys Available) ,01 Sep 2018  ,1,1,1,#04-54,"$270,500",93,False
Woodlands,4-Room,781B ,WOODLANDS AVE 9 ,4Q/2021 ,31 Oct 2022  ,-  ,1,1,1,#09-502,"$271,600",93,False
Woodlands,4-Room,781B ,WOODLANDS AVE 9 ,4Q/2021 ,31 Oct 2022  ,-  ,1,1,1,#08-506,,,True
Woodlands,4-Room,781C ,WOODLANDS AVE 9 ,4Q/2021 ,31 Oct 2022  ,-  ,0,1,0,#15-542,"$274,800",93,False
Woodlands,4-Room,781D ,WOODLANDS AVE 9 ,4Q/2021 ,30 Nov 2022  ,-  ,0,1,0,#14-564,"$277,800",93,False
Woodlands,4-Room,784C ,WOODLANDS RISE ,- ,NA (Keys Available) ,01 Jul 2018  ,0,1,1,#02-38,"$244,600",93,False
Woodlands,4-Room,785D ,WOODLANDS RISE ,- ,NA (Keys Available) ,01 Jul 2018  ,0,1,1,#08-48,"$273,600",93,False
Woodlands,4-Room,799A ,WOODLANDS DR 60 ,4Q/2020 ,31 Dec 2021  ,-  ,0,1,1,#11-113,"$287,000",93,False
Woodlands,4-Room,889A ,WOODLANDS DR 50 ,- ,NA (Keys Available) ,01 Jul 2017  ,1,1,1,#02-221,"$262,200",93,False
Yishun,4-Room,278 ,YISHUN ST 22 ,- ,NA (Keys Available) ,01 Oct 1985  ,1,1,0,#04-284*,"$206,000",84,False
Yishun,4-Room,283 ,YISHUN AVE 6 ,- ,NA (Keys Available) ,01 Oct 1985  ,1,1,0,#06-160*,"$251,000",105,False
Yishun,4-Room,316B ,YISHUN AVE 9 ,- ,NA (Keys Available) ,01 Oct 2015  ,1,1,1,#15-224*,"$313,000",92,False
Yishun,4-Room,347A ,YISHUN AVE 11 ,- ,NA (Keys Available) ,17 Sep 2013  ,1,1,1,#03-511*,"$426,000",92,False
Yishun,4-Room,397 ,YISHUN AVE 6 ,- ,NA (Keys Available) ,01 Feb 1989  ,0,1,1,#07-1144*,"$246,000",105,False
Yishun,4-Room,399 ,YISHUN AVE 6 ,- ,NA (Keys Available) ,01 Mar 1989  ,1,1,1,#05-1168*,"$241,000",105,False
Yishun,4-Room,426B ,YISHUN AVE 11 ,- ,NA (Keys Available) ,01 Mar 2015  ,1,1,1,#04-116*,"$271,000",92,False
Yishun,4-Room,462A ,YISHUN AVE 6 ,- ,NA (Keys Available) ,01 Aug 2019  ,1,1,1,#05-1153,"$277,000",93,False
Yishun,4-Room,462B ,YISHUN AVE 6 ,- ,NA (Keys Available) ,01 Aug 2019  ,1,1,1,#04-1137,"$276,800",93,False
Yishun,4-Room,462C ,YISHUN AVE 6 ,- ,NA (Keys Available) ,01 Aug 2019  ,0,2,2,#06-1101,"$275,300",93,False
Yishun,4-Room,462C ,YISHUN AVE 6 ,- ,NA (Keys Available) ,01 Aug 2019  ,0,2,2,#11-1105,"$296,000",93,False
Yishun,4-Room,462D ,YISHUN AVE 6 ,- ,NA (Keys Available) ,01 Aug 2019  ,0,4,2,#08-1071,"$291,800",93,False
Yishun,4-Room,462D ,YISHUN AVE 6 ,- ,NA (Keys Available) ,01 Aug 2019  ,0,4,2,#13-1071,"$298,800",93,False
Yishun,4-Room,462D ,YISHUN AVE 6 ,- ,NA (Keys Available) ,01 Aug 2019  ,0,4,2,#11-1073,"$298,400",93,False
Yishun,4-Room,462D ,YISHUN AVE 6 ,- ,NA (Keys Available) ,01 Aug 2019  ,0,4,2,#04-1079,"$272,100",93,False
Yishun,4-Room,465A ,YISHUN AVE 6 ,3Q/2021 ,31 Jul 2022  ,-  ,1,2,1,#08-1187,"$296,800",93,False
Yishun,4-Room,465A ,YISHUN AVE 6 ,3Q/2021 ,31 Jul 2022  ,-  ,1,2,1,#03-1189,"$272,400",93,False
Yishun,4-Room,466A ,YISHUN AVE 6 ,3Q/2021 ,31 Aug 2022  ,-  ,0,1,0,#13-1227,"$297,500",93,False
Yishun,4-Room,466B ,YISHUN AVE 6 ,3Q/2021 ,30 Sep 2022  ,-  ,1,2,0,#06-1269,"$290,100",93,False
Yishun,4-Room,466B ,YISHUN AVE 6 ,3Q/2021 ,30 Sep 2022  ,-  ,1,2,0,#12-1271,"$297,500",93,False
Yishun,4-Room,467A ,YISHUN AVE 6 ,3Q/2021 ,30 Sep 2022  ,-  ,0,2,0,#13-1277,"$297,500",93,False
Yishun,4-Room,467A ,YISHUN AVE 6 ,3Q/2021 ,30 Sep 2022  ,-  ,0,2,0,#07-1279,"$288,400",93,False
Yishun,4-Room,467C ,YISHUN AVE 6 ,4Q/2021 ,31 Oct 2022  ,-  ,0,3,2,#08-1325,"$296,800",93,False
Yishun,4-Room,467C ,YISHUN AVE 6 ,4Q/2021 ,31 Oct 2022  ,-  ,0,3,2,#06-1327,"$289,800",93,False
Yishun,4-Room,467C ,YISHUN AVE 6 ,4Q/2021 ,31 Oct 2022  ,-  ,0,3,2,#08-1331,"$291,900",93,False
Yishun,4-Room,468A ,YISHUN ST 43 ,- ,NA (Keys Available) ,01 Nov 2019  ,2,6,1,#09-49,"$295,300",93,False
Yishun,4-Room,468A ,YISHUN ST 43 ,- ,NA (Keys Available) ,01 Nov 2019  ,2,6,1,#05-59,"$278,500",93,False
Yishun,4-Room,468A ,YISHUN ST 43 ,- ,NA (Keys Available) ,01 Nov 2019  ,2,6,1,#12-67,"$297,800",93,False
Yishun,4-Room,468A ,YISHUN ST 43 ,- ,NA (Keys Available) ,01 Nov 2019  ,2,6,1,#07-69,"$285,500",93,False
Yishun,4-Room,468A ,YISHUN ST 43 ,- ,NA (Keys Available) ,01 Nov 2019  ,2,6,1,#09-69,"$290,400",93,False
Yishun,4-Room,468A ,YISHUN ST 43 ,- ,NA (Keys Available) ,01 Nov 2019  ,2,6,1,#07-79,"$290,400",93,False
Yishun,4-Room,469A ,YISHUN ST 43 ,- ,NA (Keys Available) ,01 Nov 2019  ,0,1,1,#14-03,"$290,500",93,False
Yishun,4-Room,469B ,YISHUN ST 43 ,- ,NA (Keys Available) ,01 Nov 2019  ,0,1,1,#12-47,"$289,100",93,False
Yishun,4-Room,471A ,YISHUN ST 42 ,3Q/2021 ,31 Aug 2022  ,-  ,0,2,0,#13-301,"$301,400",93,False
Yishun,4-Room,471A ,YISHUN ST 42 ,3Q/2021 ,31 Aug 2022  ,-  ,0,2,0,#13-311,"$301,400",93,False
Yishun,4-Room,475A ,YISHUN ST 44 ,4Q/2021 ,31 Oct 2022  ,-  ,1,26,6,#03-72,"$271,600",93,False
Yishun,4-Room,475A ,YISHUN ST 44 ,4Q/2021 ,31 Oct 2022  ,-  ,1,26,6,#04-72,"$276,200",93,False
Yishun,4-Room,475A ,YISHUN ST 44 ,4Q/2021 ,31 Oct 2022  ,-  ,1,26,6,#05-72,"$280,800",93,False
Yishun,4-Room,475A ,YISHUN ST 44 ,4Q/2021 ,31 Oct 2022  ,-  ,1,26,6,#06-72,"$283,900",93,False
Yishun,4-Room,475A ,YISHUN ST 44 ,4Q/2021 ,31 Oct 2022  ,-  ,1,26,6,#07-72,"$287,000",93,False
Yishun,4-Room,475A ,YISHUN ST 44 ,4Q/2021 ,31 Oct 2022  ,-  ,1,26,6,#09-72,"$291,300",93,False
Yishun,4-Room,475B ,YISHUN ST 44 ,4Q/2021 ,31 Oct 2022  ,-  ,20,97,16,#02-86,"$270,100",93,False
Yishun,4-Room,475B ,YISHUN ST 44 ,4Q/2021 ,31 Oct 2022  ,-  ,20,97,16,#03-86,"$274,700",93,False
Yishun,4-Room,475B ,YISHUN ST 44 ,4Q/2021 ,31 Oct 2022  ,-  ,20,97,16,#04-86,"$279,300",93,False
Yishun,4-Room,475B ,YISHUN ST 44 ,4Q/2021 ,31 Oct 2022  ,-  ,20,97,16,#05-86,"$283,900",93,False
Yishun,4-Room,475B ,YISHUN ST 44 ,4Q/2021 ,31 Oct 2022  ,-  ,20,97,16,#11-86,"$296,800",93,False
Yishun,4-Room,475B ,YISHUN ST 44 ,4Q/2021 ,31 Oct 2022  ,-  ,20,97,16,#02-88,"$270,100",93,False
Yishun,4-Room,477B ,YISHUN ST 44 ,4Q/2021 ,30 Nov 2022  ,-  ,1,17,5,#02-130,"$267,000",93,False
Yishun,4-Room,477B ,YISHUN ST 44 ,4Q/2021 ,30 Nov 2022  ,-  ,1,17,5,#03-130,"$271,600",93,False
Yishun,4-Room,477B ,YISHUN ST 44 ,4Q/2021 ,30 Nov 2022  ,-  ,1,17,5,#04-130,"$276,200",93,False
Yishun,4-Room,477B ,YISHUN ST 44 ,4Q/2021 ,30 Nov 2022  ,-  ,1,17,5,#05-130,"$280,800",93,False
Yishun,4-Room,477B ,YISHUN ST 44 ,4Q/2021 ,30 Nov 2022  ,-  ,1,17,5,#06-130,"$283,900",93,False
Yishun,4-Room,477B ,YISHUN ST 44 ,4Q/2021 ,30 Nov 2022  ,-  ,1,17,5,#07-130,"$287,000",93,False
Yishun,4-Room,477C ,YISHUN ST 44 ,4Q/2021 ,30 Nov 2022  ,-  ,6,40,6,#02-136,"$260,800",93,False
Yishun,4-Room,477C ,YISHUN ST 44 ,4Q/2021 ,30 Nov 2022  ,-  ,6,40,6,#03-136,"$271,600",93,False
Yishun,4-Room,477C ,YISHUN ST 44 ,4Q/2021 ,30 Nov 2022  ,-  ,6,40,6,#06-136,"$283,900",93,False
Yishun,4-Room,477C ,YISHUN ST 44 ,4Q/2021 ,30 Nov 2022  ,-  ,6,40,6,#07-136,"$287,000",93,False
Yishun,4-Room,477C ,YISHUN ST 44 ,4Q/2021 ,30 Nov 2022  ,-  ,6,40,6,#08-136,"$290,100",93,False
Yishun,4-Room,477C ,YISHUN ST 44 ,4Q/2021 ,30 Nov 2022  ,-  ,6,40,6,#09-136,"$291,300",93,False
Yishun,4-Room,478C ,YISHUN ST 44 ,- ,NA (Keys Available) ,01 Jan 2021  ,1,1,1,#08-153,"$293,100",93,False
Yishun,4-Room,479C ,YISHUN ST 42 ,- ,NA (Keys Available) ,01 Apr 2021  ,0,1,1,#03-25,"$268,300",93,False
Yishun,4-Room,501B ,YISHUN ST 51 ,- ,NA (Keys Available) ,01 Jan 2018  ,1,1,1,#04-476,"$303,900",92,False
Yishun,4-Room,504A ,YISHUN ST 51 ,- ,NA (Keys Available) ,01 Mar 2016  ,0,1,1,#04-92*,"$264,000",92,False
Yishun,4-Room,511A ,YISHUN ST 51 ,- ,NA (Keys Available) ,01 Aug 2017  ,1,1,1,#05-423*,"$283,000",93,False
Yishun,4-Room,513A ,YISHUN ST 51 ,- ,NA (Keys Available) ,01 Feb 2018  ,0,1,1,#02-385,"$290,000",93,False
Yishun,4-Room,513B ,YISHUN ST 51 ,- ,NA (Keys Available) ,01 Feb 2018  ,0,1,1,#12-365*,"$305,000",93,False
Yishun,4-Room,675B ,YISHUN AVE 4 ,- ,NA (Keys Available) ,01 Nov 2018  ,1,1,1,#06-784,"$287,200",93,False
Yishun,4-Room,721 ,YISHUN ST 71 ,- ,NA (Keys Available) ,01 Sep 1985  ,1,1,1,#09-269*,"$246,000",84,False
Yishun,4-Room,736 ,YISHUN ST 72 ,- ,NA (Keys Available) ,01 Oct 1984  ,1,1,1,#02-53*,"$321,000",93,False
